ward_key,ward_id,ward_name,district,pred_baseline_trips,pred_gain_trips,delta_stops,delta_routes,investment_cost_units,roi_gain_per_cost
90,90,MODEL BASTI,Central,0.22491400107854848,0.0,0.0,0.0,0.0,0.0
70,70,RANA PRATAP BAGH,Central,-0.3143008403229993,0.05210372622324505,2.290159930913335,0.05959651681904346,2.8861250991037695,0.018053176635126345
4,4,BAKHTAWAR PUR,Central,1.3730931203022165,2.0541657865647553,366.6566071927188,2501.093008116163,25377.586688354353,8.094409495239044e-05
3,3,ALIPUR,North,1.183350975517761,1.597687140178363,294.6971033910376,1993.232863177425,20227.025735165287,7.898774447103497e-05
26,26,SAHIBABAD DAULAT PUR,North West,-0.17788612746156313,0.4104046942539473,66.0246431736983,349.3303603669826,3559.328246843524,0.00011530397473674597
2,2,BANKNER,North,-0.036310691448356774,0.609138771430165,115.50587691556181,752.9616082612932,7645.121959528495,7.967678928534102e-05
9,9,MALKAGANJ,Central,-0.1814140889552093,0.0,0.0,0.0,0.0,0.0
8,8,JHARODA,Central,-0.33905643422911935,0.5232552504909809,74.74403696096755,570.9173556744014,5783.917593704981,9.046727274613724e-05
6,6,MUKUND PUR,Central,-0.4384092155311264,0.3684986478179771,27.5599840083684,225.8408593800415,2285.9685778087833,0.00016120022444535983
28,28,BAWANA,North West,1.9447751458010623,1.86446395519234,318.3566577336353,1964.475603673893,19963.112694472566,9.339545309026302e-05
19,19,BHALSWA,North West,-0.48480104301017884,0.34691491275700354,22.814611723416256,119.74723959590169,1220.287007682433,0.00028428960611125365
17,17,SAMAYPUR BADLI,North West,-0.31867222800679423,0.15221218101442435,8.029064662999382,38.07733551556207,388.8024198186201,0.0003914897985589731
16,16,JAHANGIRPURI-I,North,-0.5847042653002646,0.18329779056145834,1.4140840299077992,21.765995477650332,219.07403880641112,0.0008366933460454262
15,15,SARAI PIPAL THALA,North West,1.008583589749168,0.0,0.0,0.0,0.0,0.0
144,144,MAHIPALPUR,South,-0.2912333484196588,0.35375810394243423,36.16622520693173,206.02778047545146,2096.4440299614466,0.00016874197397426873
143,143,KAPASHERA,New Delhi,0.08066224127115545,0.5505300396946822,111.68190554988311,582.6930948569811,5938.612854119694,9.270347355825351e-05
141,141,BIJWASAN,New Delhi,0.09703327465421666,0.5628172756975419,99.19963655067724,734.2020090028235,7441.219726578913,7.56350835451301e-05
14,14,ADARASH  NAGAR,North,-0.2584965403320969,0.07780827185809813,3.0647523447423395,0.0,3.0647523447423395,0.025388110711846615
13,13,DHIR PUR,Central,-0.4079011661277991,0.3947384671622916,37.10254219813165,273.54530160515475,2772.555558249679,0.0001423735102395382
12,12,G.T.B. NAGAR,Central,-0.08645108101173195,0.0,0.0,0.0,0.0,0.0
10,10,TIMAR PUR,Central,-0.03620304472795416,0.0,0.0,0.0,0.0,0.0
101,101,RAJA GARDEN,West,-0.3514680177453337,0.13540550633935974,2.6280321516486747,43.362662431358636,436.25465646523503,0.0003103818018498097
102,102,RAGHUBIR NAGAR,West,-0.6686595944713546,0.22003042076832285,2.673295331665605,28.455240875698777,287.2257040886534,0.0007660540739753692
105,105,RAJOURI GARDEN,New Delhi,-0.3812833762869318,0.19028780556670427,7.008552897766948,42.84246525972007,435.4332054949677,0.0004370080259496113
110,110,NANGAL RAYA,New Delhi,0.2553195340333875,0.0,0.0,0.0,0.0,0.0
111,111,HARI NAGAR,New Delhi,0.11673140510338398,0.0,0.0,0.0,0.0,0.0
112,112,SUBHASH NAGAR,New Delhi,-0.5231413636015033,0.2696054830291113,8.476312574013479,36.27272840404395,371.20359661445303,0.000726300837296057
148,148,MADHU VIHAR,South West,-0.6212621512090974,0.30481286104717586,8.190024248488879,51.890159358169235,527.0916178301812,0.0005782919908713146
23,23,BUDH VIHAR,North West,-0.3997413513653398,0.13282477883367255,5.587016531656709,28.095369119494215,286.5407077265989,0.00046354592995541486
31,31,NANGLOI JAT WEST,West,-0.21815576033039694,0.12322187261423084,6.456335586797299,0.0,6.456335586797299,0.01908541942075076
34,34,NITHARI,West,-0.3918164049375926,0.3140516013175873,24.274352790804265,182.49630522694667,1849.237405060271,0.0001698276275712592
39,39,SULTANPUR MAJRA,North West,-0.25109649166445,0.006391033498026,0.017488077376394923,0.6982989823119922,7.000477900496317,0.0009129424573513686
49,49,ROHINI NORTH,North West,-0.20614508415424238,0.1224880439141167,0.0,68.55459494801542,685.5459494801541,0.0001786722596885301
18,18,LIBAS PUR,North,-0.4303432494259277,0.40445667382051914,41.12525893474864,203.07527941236168,2071.8780530583654,0.00019521258658215552
254,254,BRAHAM PURI,North East,-0.5789327638875091,0.22506797717176585,3.974404705158746,39.96812931772426,403.6556978824014,0.000557574136453236
139,139,DICHAON KALAN,South West,0.23317651918031465,0.9054471725599279,182.23466950864832,1278.9254260437554,12971.488929946203,6.98028713164552e-05
99,99,MOTI NAGAR,West,-0.11475479957962437,0.00978819318778526,0.24305153809545885,0.0,0.24305153809545885,0.040272088891981604
47,47,MANGOLPURI,North West,0.1264298702658053,0.0,0.0,0.0,0.0,0.0
155,155,LAJPAT NAGAR,South East,-0.5240708758943139,0.30453934337410027,9.982636149388526,59.60610405939435,606.0436767433321,0.0005025039531970473
155,155,LAJPAT NAGAR,South East,-0.5240708758943139,0.30453934337410027,9.982636149388526,59.60610405939435,606.0436767433321,0.0005025039531970473
145,145,PALAM,New Delhi,-0.45959811150783947,0.29284323904891324,13.131673531110094,91.71229118259294,930.2545853570394,0.0003147990277695893
172,172,KISHANGARH,South,-0.1107068235994791,0.7721742390545546,153.34896704195808,1040.107710633507,10554.426073377028,7.316117747058264e-05
226,226,VISHWASH NAGAR,East,-0.49518763098696594,0.20423394864693345,5.031706010461968,26.85842056745872,273.6159116850491,0.0007464257008608274
104,104,MADIPUR,West,-0.030677739951930037,0.0,0.0,0.0,0.0,0.0
149,149,RAJENDER NAGAR,Central,-0.16839159533149564,0.06197625203473002,3.6498251341652423,21.77454524921885,221.39527762635373,0.00027993484187610677
167,167,R. K. PURAM,South,0.3895865472704084,0.0,0.0,0.0,0.0,0.0
163,163,SAFDARJANG ENCLAVE,South East,-0.46739357944927806,0.3526393457675288,19.580090110515904,143.73575990325241,1456.93768914304,0.0002420414739731983
164,164,HAUZ KHAS,South East,-0.38619168799029363,0.2060099210095102,4.207049862125417,68.13604343819945,685.56748424412,0.00030049546652048155
158,158,KOTLA MUBARAKPUR,South East,-0.37789532829149075,0.11568618234766948,3.2634745060489947,12.88569117071197,132.1203862131687,0.0008756118995908839
130,130,MANGLAPURI,South West,-0.3223800356149973,0.13367073879908356,3.3665609163242673,41.69242195645489,420.2907804808732,0.00031804347134578337
38,38,MANGOL PURI  NORTH,North West,-0.5637605959306664,0.1830663782961911,1.3700330740021922,20.478921287448898,206.15924594849116,0.0008879852924037286
169,169,LADOSARAI,South,-0.27138552298058616,0.24581500939791182,16.973275905525497,158.63542524251474,1603.327528330673,0.00015331552976807693
1,1,NARELA,North,-0.00511856615317965,0.5300102382331134,102.0446794507134,595.8548482189572,6060.593161640285,8.745187543484274e-05
5,5,BHALASWA JAHAGIR PUR,Central,-0.35002967902054377,0.4872848706207105,85.31641435720124,511.7149278572119,5202.46569292932,9.366421604334394e-05
7,7,BURARI,Central,-0.26783825584100035,0.6535507205684253,119.9913389176067,825.136176407519,8371.353102992796,7.806990250294183e-05
220,220,PATPARGANJ,East,-0.42141276015506535,0.2572660878416997,5.673378577188015,46.073847503828496,466.411853615473,0.0005515856551391331
224,224,PANDAV NAGAR,East,-0.4194882396152622,0.18242959190325056,6.304231321384817,29.701896799314774,303.32319931453253,0.0006014363303397636
221,221,KISHAN KUNJ,East,-0.4323296942015107,0.1415015356522938,2.298680232045394,29.115122180166722,293.44990203371265,0.0004821999757749292
233,233,DHARAMPURA,Shahdara,-0.3675048848290259,0.0,0.0,0.0,0.0,0.0
251,251,NEW USMANPUR,Shahdara,-0.4733296530106587,0.0748395973510359,2.6428518734605233,20.42550796901512,206.8979315636117,0.0003617223081211153
253,253,BHAJANPURA,North East,-0.45747340789124014,0.1450013088117854,1.7915168166061037,28.293139703428,284.7229138508861,0.0005092716523940031
267,267,NEHRU VIHAR,North East,-0.9477100895522331,0.019290073206860603,0.06265704528216663,5.925193891136362,59.31459595664579,0.0003252162961817169
170,170,MEHRAULI,South,-0.305262738467141,0.13040015076728065,5.3414499027761355,39.596242054511535,401.30387044789154,0.00032494117393240513
205,205,ZAKIR NAGAR,South East,-0.5603208978203298,0.35363176677106817,17.37970253729839,119.81179675141564,1215.4976700514549,0.00029093578332882133
205,205,ZAKIR NAGAR,South East,-0.5603208978203298,0.35363176677106817,17.37970253729839,119.81179675141564,1215.4976700514549,0.00029093578332882133
138,138,NAJAFGARH,South West,2.8257771507343707,0.0,0.0,0.0,0.0,0.0
20,20,JAHANGIR PURI -II,North,-0.4179492460630277,0.24358310995900775,2.6699279397953135,20.950162337113927,212.17155131093457,0.0011480479284467875
121,121,KUNWAR SINGH NAGAR,West,-0.4148078029817475,0.312378854466087,32.92280926355816,191.82340718802746,1951.1568811438326,0.00016009930184742504
124,124,VIKAS NAGAR,West,-0.38600238931898884,0.21994922024383562,4.8515747462707886,73.3363259377934,738.2148341242048,0.00029794744033351565
123,123,VIKAS PURI,West,-0.18693047394440906,0.10993998989835045,5.050848879959753,0.0,5.050848879959753,0.021766636161456458
113,113,MAHAVIR NAGAR,West,0.3444430973638046,0.0,0.0,0.0,0.0,0.0
153,153,DARYAGANJ,Central,0.1876207171191851,0.0,0.0,0.0,0.0,0.0
93,93,BALJIT NAGAR,West,-0.6487739263992424,0.14299731313638842,1.9099103738297936,6.963496862950312,71.54487900333291,0.0019987078757618443
32,32,NILOTHI,West,-0.3473746379328899,0.21485347475405567,17.222110128099178,55.95345113040597,576.7566214321589,0.0003725201701545707
73,73,SHASTRI NAGAR,Central,-0.4425385729525907,0.16465204524401206,3.7922246584806256,29.331485222342874,297.10707688190934,0.0005541841916774735
270,270,TUKHMIR PUR,North East,-0.4635065464324867,0.12706457437663088,0.0,14.507879393513356,145.07879393513355,0.0008758314770149464
