ward_key,ward_id,ward_name,district,pred_baseline_trips,pred_gain_trips,delta_stops,delta_routes,investment_cost_units,roi_gain_per_cost
129,129,DABRI,New Delhi,-0.007876554742139462,0.0,0.0,0.0,0.0,0.0
136,136,MATIALA,New Delhi,-0.19905810453082526,0.33818403601907554,38.30099514579314,370.996378789762,3748.264783043413,9.022415853567205e-05
137,137,ROSHANPURA,South West,0.22212569687396005,0.22396264971645946,41.163544950247235,0.0,41.163544950247235,0.005440800834372102
209,209,MAYUR VIHAR PHASE-I,East,-0.5111309658686032,0.292086102753204,7.454441962946081,64.16393316378456,649.0937736007918,0.00044999060941908523
21,21,ROHINI,North West,-0.3839303761068178,0.26164416966404447,14.280762998763874,154.43688187103783,1558.6495817091422,0.00016786593518792713
210,210,DALLOPURA,East,-0.39324035270269325,0.11052953639689911,0.0,21.735873796246743,217.35873796246744,0.0005085120452598338
211,211,TRILOK PURI,South East,-0.536361667397039,0.3940665502076893,25.27672816015571,160.75879063102613,1632.864634470417,0.0002413344878004873
213,213,KALYAN PURI,East,-0.2984923282250242,0.0,0.0,0.0,0.0,0.0
214,214,KHICHRIPUR,East,-0.3081501598024522,0.2434718307770889,7.284796628712333,150.42943589007763,1511.5791555294886,0.00016107117505972915
215,215,KONDLI,East,-0.553416943036617,0.2912039818367129,7.745714648296951,63.54525200820404,643.1982347303373,0.0004527437516341261
216,216,GHAROLI,East,-0.47118834990204134,0.23307029436003338,6.289691944546128,66.6408782323674,672.6984742682201,0.0003464706748639904
217,217,VINOD NAGAR,East,0.21396134729263924,0.0,0.0,0.0,0.0,0.0
68,68,ASHOK VIHAR,North West,-0.4637351402073563,0.2430749534908718,9.272714724726972,50.53023996059188,514.5751143306458,0.0004723799241760631
67,67,WAJIRPUR,North West,-0.3351294636342832,0.12418360303339329,0.0,46.47347671899712,464.7347671899712,0.0002672139288911069
66,66,SAWAN PARK,Central,-0.5781815340568034,0.3866533747552789,16.657827857984945,114.07370337001326,1157.3948615581176,0.00033407213700121423
65,65,NIMRI COLONY,Central,-0.5764870172806514,0.28270913853479834,5.467760228536743,57.700127607959104,582.4690363081277,0.0004853633771268128
64,64,SHAKUR PUR,North West,-0.21341415785794088,0.0,0.0,0.0,0.0,0.0
63,63,KOHAT ENCLAVE,West,0.09111875354259343,0.029911024041717096,0.0,7.8393522576787,78.39352257678699,0.0003815496875017638
62,62,RAMPURA,West,-0.23914016273694602,0.04502132960998978,0.7975620409821267,15.501198662735474,155.80954866833684,0.00028895103024484875
61,61,TRI NAGAR,West,-0.5286119467526594,0.20041326024226636,2.150429726223902,34.59839454214233,348.1343751476472,0.0005756778834514503
60,60,SARASWATI VIHAR,West,-0.34425799343794283,0.22781378519888618,12.879761521486161,88.72241103173897,900.1038718388759,0.0002530972172502921
59,59,RANI BAGH,West,-0.297527894147651,0.1422496154223818,11.989236882223475,12.851515801113617,140.50439489335966,0.0010124211098829635
58,58,PASCHIM VIHAR NORTH,West,-0.0961337608480793,0.0999313564950426,5.176567693363851,0.0,5.176567693363851,0.019304559004192288
57,57,PASCHIM VIHAR SOUTH,West,-0.29356521158528126,0.12247904419417396,6.204394754811658,28.703071978948387,293.2351145442955,0.000417682051428581
56,56,SHALIMAR BAGH SOUTH,North West,-0.5030595149295847,0.3000962643151404,12.092000744358621,68.86941741528987,700.7861748972574,0.0004282280031547561
54,54,PITAMPUR NORTH,North West,-0.391455611405469,0.1943610754427149,10.547295512304292,31.87024515496905,329.2497470619948,0.0005903150334251528
53,53,PITAMPURA SOUTH,North West,0.027709697497691668,0.0,0.0,0.0,0.0,0.0
52,52,NAHARPUR,North West,-0.34129495932805237,0.10827687532784827,0.0,26.1248323501423,261.248323501423,0.0004144595987305696
51,51,ROHINI EAST,North West,-0.03720909427177778,0.0,0.0,0.0,0.0,0.0
50,50,ROHINI CENTRAL,North West,-0.448204362813134,0.2765514046970116,11.7023794125809,101.94837141508724,1031.1860935634534,0.0002681876786575633
48,48,MANGOLPURI  WEST,West,-0.07561763401674762,0.0,0.0,0.0,0.0,0.0
46,46,MANGOLPURI  EAST,West,0.4983560291972232,0.0,0.0,0.0,0.0,0.0
45,45,ROHINI SOUTH,North West,-0.18962788151471052,0.02165287250984277,1.3126366720460994,0.0,1.3126366720460994,0.016495708945564656
43,43,NANGLOI EAST,West,0.04381978654511513,0.005813260287267613,0.3103212589635581,0.0,0.3103212589635581,0.018733039070382353
42,42,PERAGHARHI,West,0.2164191699483578,0.1204285048427935,4.046524768383546,0.0,4.046524768383546,0.029760970636821225
41,41,GURU HARKISHAN NAGAR,West,-0.44458488076293107,0.26849644080730134,8.81600647234988,100.65513116406716,1015.3673181130214,0.0002644328175797661
37,37,SULTANPURI  EAST,North West,-0.22318949839963306,0.01911038466542475,0.0,2.8090051316115394,28.090051316115392,0.0006803257299063996
29,29,KARALA,North West,0.4679823904778674,0.9545025757547022,213.06738659318904,1361.7123134581689,13830.190521174878,6.901586599933172e-05
27,27,BEGUMPUR,North West,1.0033910581359695,1.5033979403867144,295.23617061273785,1868.925432413614,18984.49049474888,7.919085006797922e-05
25,25,POOTH KALAN,North West,-0.35925483092689886,0.3244196939950714,36.51495813116462,265.9184904466793,2695.6998625979577,0.00012034711226430615
24,24,VIJAY VIHAR,North West,-0.35371926169232537,0.10160115073957227,4.691717211116295,14.26082314544603,147.2999486655766,0.0006897568645427932
230,230,GEETA COLONY,East,-0.4768371427476825,0.16204960669245427,1.4070016806001646,39.3041722742296,394.44872442289613,0.0004108255310728472
229,229,KRISHNA  NAGAR,East,-0.44988967398710206,0.2214750520670637,6.327368013032037,58.886408133551434,595.1914493485464,0.0003721072476916498
228,228,PREET VIHAR,East,-0.13970909277379487,0.03538767855123057,3.2261648738643967,0.0,3.2261648738643967,0.010968961576310632
227,227,I.P EXTENTION,East,0.03121799773216254,0.0,0.0,0.0,0.0,0.0
225,225,ANAND VIHAR,Shahdara,-0.3656183874370439,0.09143343420510386,0.0,84.08032863791014,840.8032863791015,0.00010874533399928887
223,223,SHAKARPUR,East,-0.32315037281491016,0.0712952455402629,2.640681352987737,0.0,2.640681352987737,0.0269988067407674
222,222,LAXMI NAGAR,East,-0.4269250437624692,0.12102323273685761,3.8852806575506773,0.8704535109616341,12.589815767167018,0.009612788222275764
22,22,RITHALA,North West,-0.30851610383139466,0.09971129795828226,0.0,39.82301339376158,398.2301339376158,0.00025038611963416115
219,219,MAYUR VIHAR PHASE II,East,-0.3483866285746863,0.13662718917637998,0.0,63.00860647276906,630.0860647276907,0.00021683893173420746
218,218,MANDAWALI,East,-0.6085360563926001,0.27797672529334677,4.783436973067888,39.20675183527777,396.8509553258456,0.000700456233157876
100,100,KARAM PURA,Central,-0.21536960870614633,0.014445583259973027,0.8287262120867865,0.6705587912461626,7.534314124548413,0.0019173056789587404
147,147,MAHAVIR ENCLAVE,South West,0.05202446227737724,0.0,0.0,0.0,0.0,0.0
30,30,MUNDAKA,South West,1.5615259274377367,1.7366532939794312,323.69269701415,1887.710136529177,19200.79406230592,9.044695174293107e-05
95,95,EAST PATEL NAGAR,Central,-0.3994116791192458,0.19653163833135837,11.824512482210613,22.15996478102896,233.42416029250023,0.0008419507136032775
94,94,WEST PATEL NAGAR,West,-0.599761357695465,0.258238995814355,6.946654570860511,31.787285402583873,324.8195085966992,0.0007950230481205283
92,92,DEV NAGAR,Central,-0.5881550254566763,0.21746554526961037,2.6656611664356094,28.922356345579153,291.8892246222271,0.000745027657496835
91,91,KAROL BAGH,Central,0.33512621663963027,0.0,0.0,0.0,0.0,0.0
